product_code,product_category,product_subcategory,description,unit_price,unit_cost,shipping_cost_per_unit,length_in,width_in,height_in,weight_lbs,cubic_ft
OFF-NOV-10003180,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Adjustable",8.37,7.8,2.14,10.03,6.35,1.04,0.61,0.038
OFF-NOV-10003401,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",12.24,8.22,1.06,8.86,7.85,1.23,1.36,0.05
OFF-NOV-10003499,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",10.26,9.24,1.1,9.75,7.74,1.24,1.23,0.054
OFF-NOV-10003578,Office Supplies,Labels,"Novimex Color Coded Labels, Laser Printer Compatible",12.42,9.45,2.16,9.18,7.45,0.75,1.47,0.03
OFF-NOV-10003964,Office Supplies,Labels,"Novimex File Folder Labels, 5000 Label Set",1.89,4.58,0.15,3.71,2.49,0.31,0.25,0.002
OFF-NOV-10004048,Office Supplies,Labels,"Novimex Legal Exhibit Labels, 5000 Label Set",10.86,9.45,1.97,10.72,6.33,0.51,0.52,0.02
OFF-NOV-10004223,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",1.96,6.59,0.15,9.66,7.39,0.51,0.8,0.021
OFF-NOV-10004585,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",10.47,6.93,0.69,8.14,6.06,1.36,0.48,0.039
OFF-NOV-10004671,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set",9.87,5.85,0.71,8.54,7.36,0.59,1.33,0.021
OFF-NOV-10004680,Office Supplies,Labels,"Novimex Shipping Labels, Laser Printer Compatible",2.59,5.45,0.19,9.36,6.36,1.18,1.25,0.041
OFF-NOV-10004968,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",7.77,7.77,2.62,8.18,6.9,1.12,1.45,0.037
OFF-OIC-10000121,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",13.86,10.56,2.07,5.57,3.18,2.77,0.18,0.028
OFF-OIC-10000189,Office Supplies,Fasteners,"OIC Clamps, Metal",19.89,10.95,1.77,4.45,3.48,3.78,0.59,0.034
OFF-OIC-10000492,Office Supplies,Fasteners,"OIC Push Pins, 12 Pack",14.34,8.49,2.31,3.15,3.53,1.26,0.44,0.008
OFF-OIC-10000855,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal",14.19,11.37,1.16,4.87,3.36,3.31,0.59,0.031
OFF-OIC-10000988,Office Supplies,Fasteners,"OIC Rubber Bands, Metal",17.19,10.68,1.33,4.3,4.15,2.58,0.65,0.027
OFF-OIC-10001056,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",7.08,9.0,1.03,5.49,3.96,3.27,0.61,0.041
OFF-OIC-10001155,Office Supplies,Fasteners,"OIC Paper Clips, Bulk Pack",14.43,7.38,0.64,5.98,4.41,1.93,0.28,0.029
OFF-OIC-10001477,Office Supplies,Fasteners,"OIC Push Pins, Bulk Pack",3.77,11.09,0.3,3.91,3.4,2.86,0.46,0.022
OFF-OIC-10001921,Office Supplies,Fasteners,"OIC Clamps, Assorted Sizes",6.29,10.44,0.48,4.37,4.51,3.47,0.61,0.04
OFF-OIC-10002160,Office Supplies,Fasteners,"OIC Rubber Bands, 12 Pack",4.25,7.88,0.32,4.52,4.62,3.64,0.85,0.044
OFF-OIC-10002161,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",12.36,9.9,0.96,3.91,3.11,1.73,0.46,0.012
OFF-OIC-10002266,Office Supplies,Fasteners,"OIC Staples, 12 Pack",2.53,9.56,0.44,5.78,2.84,3.14,0.73,0.03
OFF-OIC-10002625,Office Supplies,Fasteners,"OIC Thumb Tacks, 12 Pack",13.5,8.1,2.12,4.29,4.33,2.65,0.25,0.028
OFF-OIC-10003028,Office Supplies,Fasteners,"OIC Staples, Bulk Pack",11.34,5.91,2.27,4.27,2.36,3.08,0.38,0.018
OFF-OIC-10003366,Office Supplies,Fasteners,"OIC Staples, Metal",11.46,6.78,3.9,5.8,2.24,2.16,0.72,0.016
OFF-OIC-10003518,Office Supplies,Fasteners,"OIC Rubber Bands, Assorted Sizes",14.52,9.9,0.94,5.11,4.51,2.6,0.56,0.035
OFF-OIC-10003879,Office Supplies,Fasteners,"OIC Clamps, Bulk Pack",5.23,9.2,0.43,5.67,4.07,2.14,0.25,0.029
OFF-OIC-10003978,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",2.92,4.86,0.14,4.68,2.98,3.22,0.55,0.026
OFF-OIC-10004253,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack",4.42,9.38,0.56,5.84,3.19,2.47,0.45,0.027
OFF-OIC-10004255,Office Supplies,Fasteners,"OIC Paper Clips, Assorted Sizes",11.88,8.91,1.05,5.29,4.08,2.47,0.22,0.031
OFF-OIC-10004536,Office Supplies,Fasteners,"OIC Thumb Tacks, Assorted Sizes",4.01,6.33,0.5,5.74,4.28,3.55,0.78,0.05
OFF-OIC-10004622,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack",5.03,8.28,0.72,4.25,4.64,2.51,0.21,0.029
OFF-OIC-10004810,Office Supplies,Fasteners,"OIC Paper Clips, Metal",14.55,10.77,0.96,4.55,4.81,1.63,0.11,0.021
OFF-OIC-10004999,Office Supplies,Fasteners,"OIC Push Pins, Metal",15.03,9.03,0.48,3.34,3.59,2.09,0.36,0.015
OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",3.6,1.94,0.48,11.38,8.74,1.26,5.45,0.073
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,4.98,3.17,0.49,11.43,8.72,1.82,7.13,0.105
OFF-PA-10000026,Office Supplies,Paper,"Eaton Cards & Envelopes, 8.5 x 11",24.16,39.97,1.88,11.1,8.54,1.65,4.24,0.091
OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,3.37,0.36,11.08,8.64,1.14,5.82,0.063
OFF-PA-10000030,Office Supplies,Paper,"Eaton Parchment Paper, Recycled",6.62,7.18,0.25,11.21,8.96,1.09,7.55,0.063
OFF-PA-10000032,Office Supplies,Paper,"SanDisk Note Cards, Premium",20.82,13.34,0.9,11.47,8.98,2.66,2.98,0.159
OFF-PA-10000034,Office Supplies,Paper,"Xerox Cards & Envelopes, Multicolor",46.38,41.76,4.71,11.01,8.6,2.27,3.31,0.124
OFF-PA-10000036,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",13.17,15.22,1.6,11.01,8.83,2.78,3.31,0.156
OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,3.37,0.61,11.46,8.52,1.48,3.18,0.084
OFF-PA-10000061,Office Supplies,Paper,Xerox 205,6.48,3.37,0.63,11.48,8.82,2.21,3.55,0.129
OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,54.96,28.03,20.41,11.04,8.9,2.28,6.36,0.13
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",7.39,4.83,0.66,11.28,8.79,1.91,7.64,0.11
OFF-PA-10000070,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",23.71,17.9,2.82,11.28,8.83,1.26,4.85,0.073
OFF-PA-10000081,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",19.86,16.7,3.84,11.02,8.75,1.36,7.35,0.076
OFF-PA-10000091,Office Supplies,Paper,"Xerox Message Books, Premium",13.58,8.42,0.98,11.29,8.99,1.61,4.99,0.095
OFF-PA-10000098,Office Supplies,Paper,"Xerox Parchment Paper, 8.5 x 11",17.4,15.15,1.15,11.12,8.72,2.89,3.08,0.162
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,32.59,20.7,1.35,11.38,8.93,1.66,7.39,0.098
OFF-PA-10000108,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",13.88,6.94,1.37,11.09,8.99,1.75,6.89,0.101
OFF-PA-10000116,Office Supplies,Paper,"Xerox Parchment Paper, Premium",6.56,10.03,1.68,11.03,8.92,1.49,4.9,0.085
OFF-PA-10000127,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",16.21,11.33,1.49,11.06,8.52,2.02,7.59,0.11
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,3.22,2.15,0.32,11.32,8.52,1.64,5.49,0.092
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",1.54,0.96,0.09,11.1,8.95,1.4,2.45,0.08
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,4.02,2.55,0.26,11.06,8.96,1.11,7.27,0.064
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,10.59,4.49,11.41,8.54,2.65,2.24,0.149
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,24.58,16.84,7.5,11.1,8.7,2.85,2.33,0.159
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",8.02,5.25,0.19,11.19,8.54,2.72,3.16,0.15
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,9.86,5.41,11.26,8.72,1.96,2.25,0.111
OFF-PA-10000194,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",20.62,32.9,1.35,11.0,8.51,2.98,2.62,0.161
OFF-PA-10000206,Office Supplies,Paper,"Green Bar Message Books, Recycled",13.82,17.87,0.59,11.37,8.56,2.72,6.3,0.153
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,19.98,10.59,0.98,11.44,8.75,2.94,4.47,0.17
OFF-PA-10000213,Office Supplies,Paper,Xerox 198,4.98,2.64,0.65,11.45,8.69,3.0,2.47,0.173
OFF-PA-10000215,Office Supplies,Paper,"Eaton Parchment Paper, Premium",12.02,12.44,0.85,11.14,8.92,1.87,7.71,0.108
OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,6.48,3.37,0.38,11.47,8.52,1.91,6.36,0.108
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,4.98,3.1,0.26,11.39,8.74,2.21,5.31,0.127
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,17.04,4.3,11.08,8.95,3.16,3.45,0.181
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,7.85,5.23,0.53,11.45,8.86,1.4,2.26,0.082
OFF-PA-10000249,Office Supplies,Paper,Staples,12.28,6.51,2.64,11.06,8.95,2.24,2.44,0.128
OFF-PA-10000273,Office Supplies,Paper,"SanDisk Cards & Envelopes, Premium",32.28,16.14,5.16,11.39,8.75,2.48,6.05,0.143
OFF-PA-10000277,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",14.4,22.75,1.12,11.18,8.52,1.38,5.19,0.076
OFF-PA-10000289,Office Supplies,Paper,Xerox 213,6.48,3.37,0.22,11.09,8.53,1.95,5.75,0.107
OFF-PA-10000295,Office Supplies,Paper,Xerox 229,4.98,3.17,0.23,11.39,8.64,2.71,3.21,0.154
OFF-PA-10000300,Office Supplies,Paper,"Green Bar Cards & Envelopes, Premium",48.39,33.39,6.3,11.5,8.76,2.3,6.06,0.134
OFF-PA-10000301,Office Supplies,Paper,"Enermax Parchment Paper, Premium",15.39,15.39,1.5,11.19,8.58,2.18,3.76,0.121
OFF-PA-10000302,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",14.93,17.19,1.75,11.19,8.61,1.33,4.34,0.074
OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,3.37,0.52,11.36,8.68,1.26,6.98,0.072
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,4.02,2.7,0.21,11.02,8.62,1.26,7.8,0.069
OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,18.07,12.13,2.96,11.17,8.94,2.89,6.88,0.167
OFF-PA-10000317,Office Supplies,Paper,"Xerox Computer Printout Paper, Premium",26.34,13.17,1.54,11.16,8.9,1.09,2.84,0.063
OFF-PA-10000318,Office Supplies,Paper,"Enermax Message Books, Multicolor",9.16,11.56,0.82,11.23,8.93,1.57,2.49,0.091
OFF-PA-10000320,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",11.2,6.62,0.49,11.22,8.65,2.03,5.79,0.114
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,4.28,2.35,0.29,11.22,8.99,1.0,7.42,0.058
OFF-PA-10000344,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",21.12,10.56,0.92,11.45,9.0,1.59,4.7,0.095
OFF-PA-10000349,Office Supplies,Paper,Staples,4.98,2.64,0.76,11.25,8.78,2.22,2.35,0.127
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8.56,4.54,0.79,11.42,8.62,1.49,2.56,0.085
OFF-PA-10000354,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor",6.8,16.06,1.24,11.45,8.74,1.86,4.19,0.108
OFF-PA-10000357,Office Supplies,Paper,"Eaton Memo Slips, Recycled",12.19,6.74,2.18,11.27,8.53,2.39,2.67,0.133
OFF-PA-10000362,Office Supplies,Paper,"Xerox Parchment Paper, Premium",8.84,7.08,0.71,11.34,8.95,2.04,4.65,0.12
OFF-PA-10000373,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",49.11,31.95,14.35,11.48,8.87,2.62,7.52,0.154
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",6.47,3.97,0.07,11.25,8.57,2.69,7.17,0.15
OFF-PA-10000382,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",25.73,18.25,2.79,11.18,8.92,1.5,7.05,0.087
OFF-PA-10000383,Office Supplies,Paper,"Green Bar Note Cards, Premium",31.2,29.64,6.24,11.38,8.81,2.47,4.76,0.143
OFF-PA-10000393,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11",17.67,15.93,1.68,11.32,8.77,2.84,4.64,0.163
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,54.52,5.51,11.2,8.65,2.87,5.04,0.161
OFF-PA-10000420,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",13.41,22.18,0.78,11.36,8.86,2.91,7.67,0.169
OFF-PA-10000423,Office Supplies,Paper,"Enermax Computer Printout Paper, Recycled",28.38,26.97,3.81,11.25,8.92,1.23,7.7,0.071
OFF-PA-10000450,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",33.93,20.04,1.94,11.37,8.89,2.62,4.57,0.153
OFF-PA-10000453,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",49.11,31.95,4.33,11.47,8.78,1.45,5.68,0.085
OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8Â” x 11Â”",5.19,3.17,0.42,11.23,8.6,2.65,7.29,0.148
OFF-PA-10000474,Office Supplies,Paper,Staples,28.15,18.58,4.59,11.4,8.81,2.12,4.11,0.123
OFF-PA-10000476,Office Supplies,Paper,"Eaton Computer Printout Paper, Premium",15.53,13.7,1.74,11.48,8.54,1.43,7.76,0.081
OFF-PA-10000477,Office Supplies,Paper,Xerox 22,4.98,3.17,0.43,11.03,8.55,1.59,6.39,0.087
OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,20.11,3.13,11.23,8.67,2.24,6.54,0.126
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,30.98,17.04,4.19,11.4,8.54,1.07,7.97,0.06
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,21.37,13.55,1.36,11.27,8.61,1.04,5.35,0.058
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,4.98,3.17,0.3,11.06,8.71,1.8,7.98,0.1
OFF-PA-10000522,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",12.63,17.11,1.14,11.44,8.71,1.27,5.02,0.073
OFF-PA-10000527,Office Supplies,Paper,"Enermax Note Cards, Premium",17.55,17.57,2.28,11.43,8.69,1.6,3.81,0.092
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,5.28,2.9,0.63,11.23,8.64,2.82,7.68,0.158
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.03,3.33,0.32,11.11,8.62,1.07,5.73,0.059
OFF-PA-10000540,Office Supplies,Paper,"Enermax Note Cards, Multicolor",21.76,16.54,1.06,11.19,8.7,1.44,6.82,0.081
OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,5.18,2.64,0.72,11.03,8.63,1.9,5.21,0.105
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,6.48,3.37,0.22,11.0,8.62,1.33,7.37,0.073
OFF-PA-10000556,Office Supplies,Paper,Xerox 208,4.98,3.17,0.47,11.23,8.64,2.98,4.12,0.167
OFF-PA-10000562,Office Supplies,Paper,"Enermax Message Books, Multicolor",23.91,22.74,7.26,11.01,8.69,1.74,5.26,0.096
OFF-PA-10000565,Office Supplies,Paper,Staples,55.98,28.55,2.2,11.17,8.54,2.05,4.57,0.113
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,3.61,0.74,11.48,8.7,1.02,3.22,0.059
OFF-PA-10000579,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",23.53,16.97,3.22,11.32,8.52,1.96,5.71,0.109
OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",7.28,3.79,1.35,11.18,8.81,1.81,4.3,0.103
OFF-PA-10000588,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",31.14,49.55,6.4,11.24,8.71,2.94,5.47,0.167
OFF-PA-10000591,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",19.52,28.16,1.43,11.1,8.53,1.81,7.46,0.099
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,22.84,12.33,0.89,11.16,8.61,1.96,4.47,0.109
OFF-PA-10000601,Office Supplies,Paper,"Eaton Parchment Paper, Premium",2.99,5.52,0.21,11.44,8.88,1.92,3.59,0.113
OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,4.42,2.75,0.53,11.27,8.56,2.73,2.85,0.152
OFF-PA-10000644,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled",12.28,25.5,0.92,11.19,8.86,1.67,6.87,0.096
OFF-PA-10000655,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",16.8,14.79,3.61,11.46,8.73,2.16,7.75,0.125
OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",13.82,8.91,0.64,11.26,8.69,2.87,2.29,0.163
OFF-PA-10000673,Office Supplies,Paper,"Post-it Â“Important MessageÂ” Note Pad, Neon Colors, 50 Sheets/Pad",5.62,3.59,0.98,11.44,8.68,2.54,6.12,0.146
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,32.59,20.7,2.35,11.42,8.75,1.76,6.29,0.102
OFF-PA-10000677,Office Supplies,Paper,"Green Bar Memo Slips, Premium",11.3,6.68,1.05,11.24,8.88,1.78,6.45,0.103
OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.42,2.75,0.32,11.28,8.94,2.64,4.67,0.154
OFF-PA-10000694,Office Supplies,Paper,"Green Bar Message Books, Premium",11.4,15.7,0.89,11.31,8.62,2.41,7.94,0.136
OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",4.76,2.43,0.24,11.13,8.59,1.34,3.7,0.074
OFF-PA-10000705,Office Supplies,Paper,"Eaton Note Cards, Multicolor",20.48,11.28,2.89,11.19,8.71,2.68,3.08,0.151
OFF-PA-10000721,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",27.81,34.4,2.81,11.07,8.75,2.37,2.55,0.133
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,5.01,0.47,11.28,8.67,2.42,2.53,0.137
OFF-PA-10000731,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",17.48,14.18,7.8,11.19,8.77,2.93,2.51,0.166
OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,18.07,12.13,1.52,11.08,8.66,2.78,7.06,0.154
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,6.68,3.47,1.12,11.18,8.74,1.84,5.94,0.104
OFF-PA-10000745,Office Supplies,Paper,"Green Bar Memo Slips, Recycled",11.24,8.0,0.67,11.33,8.52,2.87,4.95,0.16
OFF-PA-10000752,Office Supplies,Paper,"Xerox Note Cards, Premium",17.58,10.38,3.32,11.17,8.86,1.56,5.92,0.089
OFF-PA-10000756,Office Supplies,Paper,"Enermax Computer Printout Paper, Premium",28.47,14.82,2.62,11.34,8.54,2.16,6.97,0.121
OFF-PA-10000758,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,33.93,1.92,11.15,8.51,1.36,3.77,0.075
OFF-PA-10000776,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",40.37,23.75,5.17,11.15,8.72,2.99,4.73,0.168
OFF-PA-10000781,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",16.48,9.9,1.0,11.33,8.95,1.48,5.84,0.087
OFF-PA-10000788,Office Supplies,Paper,Xerox 210,4.98,3.17,0.51,11.05,8.65,1.71,2.44,0.095
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",3.62,2.42,0.31,11.27,8.92,2.84,2.14,0.165
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,44.58,28.35,3.23,11.21,8.69,1.12,7.9,0.063
OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",3.22,2.07,0.24,11.02,8.72,1.48,7.43,0.082
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,4.98,3.17,0.38,11.04,8.57,2.92,3.84,0.16
OFF-PA-10000816,Office Supplies,Paper,"Enermax Memo Slips, Recycled",15.57,12.63,6.44,11.27,8.67,1.84,2.42,0.104
OFF-PA-10000824,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",17.53,22.31,2.02,11.42,8.66,2.26,7.98,0.129
OFF-PA-10000827,Office Supplies,Paper,"Enermax Message Books, 8.5 x 11",26.64,20.52,2.52,11.37,8.89,1.2,5.64,0.07
OFF-PA-10000850,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",8.56,14.02,0.6,11.31,8.65,2.29,7.48,0.13
OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,2.98,1.79,0.35,11.31,8.57,1.45,4.41,0.081
OFF-PA-10000863,Office Supplies,Paper,"Enermax Parchment Paper, Recycled",10.2,10.2,0.68,11.46,8.86,1.28,5.8,0.075
OFF-PA-10000867,Office Supplies,Paper,"SanDisk Message Books, Multicolor",16.82,12.62,0.95,11.31,8.73,1.04,3.29,0.059
OFF-PA-10000871,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",47.01,45.6,7.23,11.26,8.52,2.09,7.43,0.116
OFF-PA-10000872,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",9.78,8.62,1.34,11.31,8.93,1.19,2.37,0.07
OFF-PA-10000876,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",27.96,23.79,2.32,11.04,8.66,2.63,3.13,0.146
OFF-PA-10000878,Office Supplies,Paper,"SanDisk Note Cards, Multicolor",33.96,19.71,3.99,11.48,8.76,2.31,7.71,0.134
OFF-PA-10000908,Office Supplies,Paper,"Xerox Note Cards, Premium",26.37,21.12,2.88,11.45,8.76,2.56,6.74,0.149
OFF-PA-10000915,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",17.66,15.38,2.17,11.19,8.78,1.33,3.88,0.076
OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,38.76,19.77,0.93,11.43,8.85,2.44,2.32,0.143
OFF-PA-10000924,Office Supplies,Paper,"Green Bar Message Books, Multicolor",25.2,23.7,2.48,11.3,8.73,1.62,7.29,0.092
OFF-PA-10000935,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",20.8,19.14,0.94,11.49,8.91,2.08,6.33,0.123
OFF-PA-10000944,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11",26.9,24.94,3.31,11.12,8.54,2.14,2.0,0.118
OFF-PA-10000947,Office Supplies,Paper,"Eaton Memo Slips, Premium",9.16,8.62,0.78,11.28,8.63,1.03,3.98,0.058
OFF-PA-10000951,Office Supplies,Paper,"Enermax Note Cards, Multicolor",32.64,30.69,2.57,11.29,8.88,1.2,2.01,0.07
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,5.03,3.33,0.15,11.09,8.59,2.35,2.76,0.13
OFF-PA-10000960,Office Supplies,Paper,"Xerox Parchment Paper, 8.5 x 11",6.56,7.38,0.81,11.47,8.73,1.93,2.76,0.112
OFF-PA-10000961,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",16.68,16.2,3.93,11.47,8.69,1.99,6.37,0.115
OFF-PA-10000976,Office Supplies,Paper,"Green Bar Cards & Envelopes, Premium",25.18,47.44,3.7,11.48,8.78,1.02,6.81,0.059
OFF-PA-10000994,Office Supplies,Paper,"Enermax Message Books, 8.5 x 11",10.26,10.26,1.24,11.24,8.62,2.35,2.33,0.132
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",23.11,15.24,0.82,11.22,8.83,2.79,5.86,0.16
OFF-PA-10001004,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",6.64,7.12,0.34,11.33,8.94,2.47,2.57,0.145
OFF-PA-10001006,Office Supplies,Paper,"Eaton Message Books, Recycled",20.49,11.91,1.73,11.07,8.78,1.42,2.67,0.08
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,19.98,10.59,2.95,11.43,8.96,1.87,6.27,0.111
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,40.99,20.9,2.8,11.34,8.66,1.73,6.9,0.098
OFF-PA-10001085,Office Supplies,Paper,"Eaton Computer Printout Paper, Premium",6.48,14.46,1.41,11.2,8.95,2.26,3.87,0.131
OFF-PA-10001086,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",25.24,35.92,2.25,11.32,8.76,2.62,7.35,0.15
OFF-PA-10001091,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",17.64,11.66,1.34,11.01,8.66,2.23,5.54,0.123
OFF-PA-10001115,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",4.23,5.7,0.36,11.49,8.69,1.66,7.69,0.096
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,30.98,17.04,5.5,11.4,8.66,1.39,5.89,0.079
OFF-PA-10001142,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",33.93,26.13,2.82,11.09,8.66,1.14,2.45,0.063
OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,55.48,28.85,2.3,11.15,8.52,1.8,3.65,0.099
OFF-PA-10001164,Office Supplies,Paper,"Green Bar Message Books, Recycled",15.8,8.38,1.58,11.32,8.63,2.6,3.39,0.147
OFF-PA-10001166,Office Supplies,Paper,Xerox 2,6.48,3.37,0.39,11.04,8.7,1.17,7.78,0.065
